NO,MID,MERCHANT DBA NAME,STATUS EDC,OPENDATE,CITY,MSO,SOURCE CODE,POS1
708,000000781,ASURANSI MEDCARE PLUS    ,01,280308,JAKARTA      ,BKT,                  ,020
709,000000782,ASURANSI SAFETY LIFE     ,01,280308,JAKARTA      ,BKT,                  ,001
710,000000783,TRAVEL-CHINA MOSLEM TOUR ,01,280308,JAKARTA      ,BKT,                  ,000
711,000000784,SMART ASTRO              ,01,290408,JAKARTA      ,BKT,                  ,001
712,000000785,PAKET TOUR LIBURAN SEKOLA,02,190508,JAKARTA      ,BKT,                  ,000
713,000000786,KIDS HEALTH CARE         ,01,150508,JAKARTA      ,BKT,                  ,020
714,000000787,JAMINAN BELANJA X-TRA    ,01,150508,JAKARTA      ,BKT,                  ,020
715,000000788,DREAD DISEASE SHIELD     ,01,150508,JAKARTA      ,BKT,                  ,020
716,000000789,TRAVEL INSPIRATION       ,01,060608,JAKARTA      ,   ,                  ,000
717,000000790,SMARTSPENDING PRIMAGAMA  ,02,270608,JAKARTA      ,BKT,                  ,000
718,000000791,DONASI YYSN KANKER       ,01,310708,JAKARTA      ,   ,                  ,000
719,000000792,TRANSFER BALANCE         ,02,120908,JAKARTA      ,BKT,                  ,000
720,000000793,DANAPLUS                 ,02,231008,JAKARTA      ,   ,                  ,000
721,000000794,DANAPLUS                 ,02,231008,JAKARTA      ,   ,                  ,000
722,000000795,DANAPLUS                 ,02,231008,JAKARTA      ,   ,                  ,000
723,000000796,DANAPLUS                 ,02,231008,JAKARTA      ,   ,                  ,000
724,000000797,DANAPLUS                 ,02,231008,JAKARTA      ,   ,                  ,000
725,000000798,DANAPLUS                 ,02,231008,JAKARTA      ,   ,                  ,000
726,000000799,DANAPLUS                 ,02,231008,JAKARTA      ,   ,                  ,000
727,000000800,GARUDA                   ,01,260706,JAKARTA      ,000,                  ,001
728,000000801,ADAM                     ,08,260706,JAKARTA      ,000,                  ,000
729,000000802,LION AIR                 ,01,180707,JAKARTA      ,   ,                  ,000
730,000000803,MANDALA AIRLINE          ,01,180707,JAKARTA      ,   ,                  ,000
731,000000804,AIR ASIA                 ,01,110308,JAKARTA      ,TIM,                  ,000
732,000000805,SRIWIJAYA AIR            ,01,120711,JAKARTA      ,   ,                  ,000
733,000000806,SS NEW ACTIVATION 2011   ,02,101011,JAKARTA      ,   ,                  ,000
734,000000807,RE-OTO SS NEW ACTIVATION ,02,101011,JAKARTA      ,   ,                  ,000
735,000000808,PEMBAYARAN KERETA API    ,01,161211,JAKARTA      ,   ,                  ,000
736,000000809,TR BALANCE STAFF CARD BNI,01,070411,JAKARTA      ,   ,                  ,000
737,000000810,TRAVEL AGENT             ,02,260706,JAKARTA      ,000,                  ,000
738,000000811,TRF BALANCE 0.95% 2011   ,01,280111,JAKARTA      ,   ,                  ,000
739,000000812,BNI GOLF CLINIC          ,02,100211,JAKARTA      ,   ,                  ,000
740,000000813,RE-OTO TRBAL STAFF CARD  ,02,281211,JAKARTA      ,   ,                  ,000
741,000000814,PLN NONTAGLIST           ,02,010312,JAKARTA      ,   ,                  ,000
742,000000815,INDOSAT PRA BAYAR        ,01,081112,JAKARTA      ,   ,                  ,000
743,000000816,INDOSAT PASCA BAYAR      ,01,081112,JAKARTA      ,   ,                  ,000
744,000000817,RE-OTO XTRADANA LOYALTY  ,02,280613,JAKARTA      ,   ,                  ,000
745,000000818,BNI LIFE                 ,01,020913,JAKARTA      ,   ,                  ,000
746,000000819,CITILINK                 ,01,271213,JAKARTA      ,   ,                  ,000
747,000000820,THAMES PAM JAYA/TPJ      ,01,260706,JAKARTA      ,000,                  ,000
748,000000821,DONASI KAFEGAMA          ,01,260816,JAKARTA      ,   ,                  ,001
749,000000822,CICILAN 0% TELETRAVEL    ,02,300816,JAKARTA      ,   ,                  ,000
750,000000823,RE-OTO 0% TELETRAVEL     ,02,300816,JAKARTA      ,   ,                  ,001
751,000000824,BNI TELETRAVEL IB        ,01,150917,JAKARTA      ,   ,                  ,000
752,000000830,XL-VOUCHER               ,01,260706,JAKARTA      ,000,                  ,000
753,000000831,XL-BEBAS BICARA          ,01,260706,JAKARTA      ,000,                  ,000
754,000000832,XL-BEBAS SMS             ,01,260706,JAKARTA      ,000,                  ,000
755,000000833,XL-BEBAS XTRA            ,01,260706,JAKARTA      ,000,                  ,000
756,000000834,JEMPOL                   ,08,260706,JAKARTA      ,000,                  ,000
757,000000835,XPLOR                    ,01,260706,JAKARTA      ,000,                  ,000
758,000000836,TELKOMSEL-PASCA HALO     ,01,260706,JAKARTA      ,000,                  ,000
759,000000837,TELKOMSEL-PRA SIMPATI    ,01,260706,JAKARTA      ,000,                  ,000
760,000000838,VCR TELKOMSEL            ,01,260706,JAKARTA      ,000,                  ,000
761,000000839,INDOSAT-MATRIX           ,01,260706,JAKARTA      ,000,                  ,000
762,000000840,INDOSAT-IM3              ,01,260706,JAKARTA      ,000,                  ,000
763,000000841,INDOSAT-STARONE POSTPAID ,01,260706,JAKARTA      ,000,                  ,000
764,000000842,INDOSAT-STARONE PREPAID  ,01,260706,JAKARTA      ,000,                  ,000
765,000000843,INDOSAT-MENTARI          ,01,260706,JAKARTA      ,000,                  ,000
766,000000844,TELKOM/FLEXY/SPEEDY      ,01,260706,JAKARTA      ,000,                  ,000
767,000000845,FLEXY POSTPAID           ,08,260706,JAKARTA      ,000,                  ,000
768,000000846,SPEEDY                   ,08,260706,JAKARTA      ,000,                  ,000
769,000000847,FREN PRE PAID            ,01,300307,JAKARTA      ,BKT,                  ,000
770,000000848,ISI PULSA ESIA           ,01,230507,JAKARTA      ,BKT,                  ,000
771,000000849,THREE PRE PAID           ,01,230507,JAKARTA      ,BKT,                  ,000
772,000000850,UI                       ,01,260706,JAKARTA      ,000,                  ,000
773,000000851,SPC                      ,08,031206,JAKARTA      ,BKT,                  ,000
774,000000852,INDOVISION               ,01,031206,JAKARTA      ,BKT,                  ,000
775,000000853,PLN                      ,01,031206,JAKARTA      ,BKT,                  ,000
776,000000854,GAZ CARD                 ,02,031206,JAKARTA      ,BKT,                  ,000
777,000000855,FREN POSTPAID            ,01,160807,JAKARTA      ,TIM,                  ,000
778,000000856,ESIA POSTPAID            ,01,160807,JAKARTA      ,   ,                  ,000
779,000000857,THREE POSTPAID           ,01,160807,JAKARTA      ,   ,                  ,000
780,000000858,IM2 PREPAID              ,01,030608,JAKARTA      ,   ,                  ,000
781,000000859,AETRA/PDAM               ,01,281211,JAKARTA      ,   ,                  ,000
782,000000860,IM2 I-PAY                ,01,030608,JAKARTA      ,   ,                  ,000
783,000000861,ASTRO                    ,01,201206,JAKARTA      ,BKT,                  ,000
784,000000862,FIRST MEDIA              ,01,300707,JAKARTA      ,   ,                  ,000
785,000000863,PEMBAYARAN AETRA         ,08,120612,JAKARTA      ,   ,                  ,000
786,000000864,NEXMEDIA                 ,02,061014,JAKARTA      ,   ,                  ,000
787,000000865,ORANGE TV                ,02,061014,JAKARTA      ,   ,                  ,000
788,000000870,MPN/PAJAK                ,02,291206,JAKARTA      ,BKT,                  ,000
789,000000871,PEMBAYARAN PBB           ,02,070808,BNICC        ,   ,                  ,000
790,000000880,ISI ULANG FLEXY TRENDY   ,01,050407,JAKARTA      ,BKT,                  ,000
791,000000881,PEMBELIAN PERDANA IVAS   ,02,050407,JAKARTA      ,BKT,                  ,000
792,000000882,ISI ULANG IVAS           ,02,050407,JAKARTA      ,BKT,                  ,000
793,000000883,PRUDENTIAL PREMI AWAL    ,01,300409,JAKARTA      ,   ,                  ,000
794,000000884,PRUDENTIAL               ,01,300409,JAKARTA      ,   ,                  ,000
795,000000885,AXIS PRE PAID            ,01,211009,JAKARTA      ,   ,                  ,000
796,000000886,PLN PREPAID              ,02,061010,JAKARTA      ,   ,                  ,000
797,000000888,CASH ADVANCE VIA ATM     ,01,220107,JAKARTA      ,TIM,                  ,000
798,000000889,FUTURE PLAN              ,01,030809,JAKARTA      ,   ,                  ,010
799,000000890,MULTI PROTECTION         ,01,030809,JAKARTA      ,   ,                  ,010
800,000000891,SAFETY LIFE              ,01,270111,JAKARTA      ,   ,                  ,001
801,000000901,DANAPLUS VIA SMS         ,01,160407,JAKARTA      ,BKT,                  ,000
802,000000904,PRIOPASS                 ,01,100913,JAKARTA      ,   ,                  ,001
803,000000905,BILL PYM TLVISION        ,01,231013,JAKARTA      ,   ,                  ,001
804,000000906,BILL PYM NEXMEDIA        ,01,181113,JAKARTA      ,   ,                  ,001
805,000000907,BILL PYM AORA TV         ,01,181113,JAKARTA      ,   ,                  ,001
806,000000911,TELKOM VIA SMS           ,01,160407,JAKARTA      ,BKT,                  ,000
807,000000912,TELKOMSEL VIA SMS        ,02,160407,JAKARTA      ,BKT,                  ,000
808,000000913,TELETRAVEL GRAND INNA KUT,01,011117,JAKARTA      ,   ,                  ,001
809,000000921,SIMPATI                  ,02,290507,JAKARTA      ,BKT,                  ,000
810,000000922,KARTU AS                 ,02,290507,JAKARTA      ,BKT,                  ,000
811,000000923,MENTARI                  ,02,290507,JAKARTA      ,BKT,                  ,000
812,000000924,IM 3                     ,02,290507,JAKARTA      ,BKT,                  ,000
813,000000925,STARONE PREPAID          ,02,290507,JAKARTA      ,BKT,                  ,000
814,000000926,JEMPOL                   ,02,290507,JAKARTA      ,BKT,                  ,000
815,000000927,BEBAS REGULER            ,02,290507,JAKARTA      ,BKT,                  ,000
816,000000928,BEBAS XTRA               ,02,290507,JAKARTA      ,BKT,                  ,000
817,000000929,FREN PREPAID             ,01,290507,JAKARTA      ,BKT,                  ,000
818,000000930,THREE PREPAID            ,01,290507,JAKARTA      ,BKT,                  ,000
819,000000931,ESIA                     ,02,310507,JAKARTA      ,BKT,                  ,000
820,000000932,FLEXI TRENDY             ,01,310507,JAKARTA      ,BKT,                  ,000
821,000000946,AS RUMAH BINTANG         ,01,280912,JAKARTA      ,   ,                  ,000
822,000000947,SS AS RUMAH BINTANG      ,02,280912,JAKARTA      ,   ,                  ,000
823,000000948,RE-OTO ASURANSI RUMAH BIN,02,280912,JAKARTA      ,   ,                  ,000
824,000000949,RE-OTO TRX MERCHANDISING ,02,220612,JAKARTA      ,   ,                  ,000
825,000000950,INQUIRY M-TELEPLUS       ,01,290807,JAKARTA      ,BKT,                  ,002
826,000000951,DP WAHANA VISI IND.      ,01,101208,JAKARTA      ,BKT,                  ,000
827,000000952,DP DOMPET DHUAFA         ,01,101208,JAKARTA      ,BKT,                  ,000
828,000000953,TRAVEL INSPIRATION-FREE  ,02,121208,JAKARTA      ,BKT,                  ,000
829,000000954,DANAPLUS SMARTSPENDING   ,01,121208,JAKARTA      ,BKT,                  ,000
830,000000955,TRANSFER BALANCE         ,01,121208,JAKARTA      ,BKT,                  ,000
831,000000956,SMARTSPENDING TAHUN BARU ,01,171208,JAKARTA      ,BKT,                  ,000
832,000000957,SMARTBILL SMART          ,02,171208,JAKARTA      ,BKT,                  ,000
833,000000958,OTO SMART TELECOM        ,01,221208,JAKARTA      ,BKT,                  ,005
834,000000959,SMART THREE              ,01,171208,JAKARTA      ,BKT,                  ,000
835,000000960,BILL PYM TOP TV          ,01,210109,JAKARTA      ,   ,                  ,001
836,000000961,SMARTSPENDING DANAPLUS   ,02,230109,JAKARTA      ,   ,                  ,000
837,000000962,SMARTSPENDING DANAPLUS   ,02,230109,JAKARTA      ,   ,                  ,000
838,000000963,XTRA DANA TAHUN BARU     ,02,030209,JAKARTA      ,   ,                  ,000
839,000000964,SMARTSPENDING ESQ        ,02,170209,JAKARTA      ,   ,                  ,000
840,000000965,XTRADANA INSPIRATION     ,02,170209,JAKARTA      ,   ,                  ,000
841,000000966,SMARTSPENDING INSPIRATION,02,170209,JAKARTA      ,   ,                  ,000
842,000000967,DANAPLUS GO GREEN JKT    ,01,170209,JAKARTA      ,   ,                  ,000
843,000000968,XTRA DANA TAHUN BARU     ,02,030309,JAKARTA      ,   ,                  ,000
844,000000969,XTRA DANA SPESIAL        ,02,250309,JAKARTA      ,   ,                  ,000
845,000000970,SS TAHUN BARU            ,02,270309,JAKARTA      ,BKT,                  ,000
846,000000971,XTRADANA INSPIRATION     ,01,020409,JAKARTA      ,   ,                  ,000
847,000000972,SMARTSPENDING INSPIRATION,01,020409,JAKARTA      ,   ,                  ,000
848,000000973,SMART SPENDING           ,02,080409,JAKARTA      ,   ,                  ,000
849,000000974,INSTALLMENT DANA TUNAI   ,02,140409,JAKARTA      ,   ,                  ,000
850,000000975,INSTALLMENT              ,02,140409,JAKARTA      ,   ,                  ,000
851,000000976,INSTLLMNT PNDDKN         ,02,140409,JAKARTA      ,   ,                  ,000
852,000000977,XTRADANA                 ,02,140409,JAKARTA      ,   ,                  ,000
853,000000978,TRANSFER BALANCE         ,02,140409,JAKARTA      ,   ,                  ,000
854,000000979,DANAPLUS SPESIAL         ,01,160509,JAKARTA      ,   ,                  ,000
855,000000980,SMARTSPENDING TELETRAVEL ,02,250509,JAKARTA      ,   ,                  ,000
856,000000981,SMARTSPENDING TELETRAVEL ,02,250509,JAKARTA      ,   ,                  ,000
857,000000982,THE GREAT SINGAPORE SALE ,02,010609,JAKARTA      ,   ,                  ,000
858,000000983,THE GREAT SINGAPORE SALE ,02,010609,JAKARTA      ,   ,                  ,000
859,000000984,SMARTSPENDING LIBURAN SEK,02,100609,JAKARTA      ,   ,                  ,000
860,000000985,XTRADANA LIBURAN SEKOLAH ,01,100609,JAKARTA      ,   ,                  ,000
861,000000986,TRX MERCHANDISING SYARIAH,01,060709,JAKARTA      ,   ,                  ,000
862,000000987,DREAMSCAPE               ,02,150709,JAKARTA      ,   ,                  ,000
863,000000988,PROMO GARUDA             ,02,150709,JAKARTA      ,   ,                  ,000
864,000000989,MERCHANDISING SYARIAH    ,01,160709,JAKARTA      ,   ,                  ,000
865,000000990,CLASSIC CHRISYE - WIC    ,02,290709,JAKARTA      ,   ,                  ,000
866,000000991,SMARTSPENDING HARI RAYA  ,02,050809,JAKARTA      ,   ,                  ,000
867,000000992,XTRADANA HARI RAYA       ,02,050809,JAKARTA      ,   ,                  ,000
868,000000993,CLASSIC CHRISYE          ,02,050809,JAKARTA      ,   ,                  ,000
869,000000994,PROMO 0% PLZ INDONESIA   ,02,060809,JAKARTA      ,   ,                  ,000
870,000000995,CICILAN 0% MELALUI TPO   ,02,110909,JAKARTA      ,   ,                  ,000
871,000000996,SMARTSPENDING            ,01,071009,JAKARTA      ,   ,                  ,000
872,000000997,DANAPLUS PEDULI SUMBAR   ,01,091009,JAKARTA      ,   ,                  ,000
873,000000998,PROMO MITO BERRY         ,02,161009,JAKARTA      ,   ,                  ,000
874,000000999,WINEDINNER INDOCHINE     ,02,211009,JAKARTA      ,   ,                  ,000
875,000001000,SMARTSPENDING 0.9% AKHIR ,02,131109,BNICC        ,   ,                  ,000
876,000001001,SMARTSPENDING QURBAN     ,02,161009,BNICC        ,   ,                  ,000
877,000001002,DANAPLUS INFAQ           ,02,161009,BNICC        ,   ,                  ,000
878,000001003,POS GAZEBO PESONA WTRPK  ,01,231117,BANJARMASIN  ,   ,                  ,001
879,000001004,POS FOODCOURT PESONA WT  ,01,231117,BANJARMASIN  ,   ,                  ,001
880,000001005,POS GATE PESONA WTRPK    ,01,231117,BANJARMASIN  ,   ,                  ,001
881,000001006,POS LOKER PESONA WTRPK   ,01,231117,BANJARMASIN  ,   ,                  ,001
882,000001007,POS REFUND PESONA WTRPK  ,01,231117,BANJARMASIN  ,   ,                  ,001
883,000001010,CASE LOST STOLEN CARD    ,02,280514,BNICC        ,   ,                  ,000
884,000001011,RE-OTO LOST STOLEN       ,02,280514,JAKARTA      ,   ,                  ,000
885,000001101,TOP UP WB MBL            ,01,231117,BANJARMASIN  ,   ,                  ,001
886,000001189,XD EXP 2017              ,02,090816,JAKARTA      ,   ,                  ,000
887,000001190,RE-XD EXP TAHUN 2017     ,02,090816,JAKARTA      ,   ,                  ,000
888,000001191,INST EXP 2017            ,02,090816,JAKARTA      ,   ,                  ,000
889,000001192,RE- INST EXP TAHUN 2017  ,02,090816,JAKARTA      ,   ,                  ,000
890,000001193,XD EXP 2017 2            ,01,090816,JAKARTA      ,   ,                  ,000
891,000001194,RE-XD EXP TAHUN 17 2     ,02,090816,JAKARTA      ,   ,                  ,000
892,000001195,INST EXP 2017 2          ,02,090816,JAKARTA      ,   ,                  ,000
893,000001196,RE-INS EXP TAHUN 17 2    ,02,090816,JAKARTA      ,   ,                  ,000
894,000001201,XD MIDYEAR EXP           ,01,290813,JAKARTA      ,   ,                  ,000
895,000001202,RE OTO XD MIDYEAR EXP    ,02,290813,JAKARTA      ,   ,                  ,000
896,000001203,INS MIDYEAR EXP          ,01,290813,JAKARTA      ,   ,                  ,000
897,000001204,RE OTO INS MIDYEAR EXP   ,01,290813,JAKARTA      ,   ,                  ,000
898,000001205,XD LOYALTY 3BLN 0%       ,01,050913,JAKARTA      ,   ,                  ,000
899,000001206,RE-OTO XD LYT 3BLN 0%    ,02,050913,JAKARTA      ,   ,                  ,000
900,000001207,"XTRADANA 0,75% 2015      ",01,160615,JAKARTA      ,   ,                  ,001
901,000001208,"RE OTO XD 0,75% 2015     ",02,160615,JAKARTA      ,   ,                  ,001
902,000001209,POS GATE PESONA WTRPK 2  ,02,130318,BANJARMASIN  ,   ,                  ,001
903,000001210,"XTRADANA BUNGA 0,75% 2   ",01,100718,JAKARTA      ,   ,                  ,001
904,000001211,BNI INS 0% 3 BLN         ,02,230913,JAKARTA      ,   ,                  ,000
905,000001212,RE OTO INS 0% 3 BLN      ,02,230913,JAKARTA      ,   ,                  ,000
906,000001213,INST EXPERIENCE14        ,01,020514,JAKARTA      ,   ,                  ,000
907,000001214,RE OTO INST EXP14        ,02,020514,JAKARTA      ,   ,                  ,000
908,000001215,XTRADANA EXP14           ,01,020514,JAKARTA      ,   ,                  ,000
909,000001216,RE OTO XTRADANA EXP14    ,02,020514,JAKARTA      ,   ,                  ,000
910,000001217,INST EXPERIENCE2         ,01,020514,JAKARTA      ,   ,                  ,000
911,000001218,RE OTO INST EXP2         ,02,020514,JAKARTA      ,   ,                  ,000
912,000001219,XTRADANA EXP2            ,01,020514,JAKARTA      ,   ,                  ,000
913,000001220,RE OTO XTRADANA EXP2     ,02,020514,JAKARTA      ,   ,                  ,000
914,000001221,INST PUASALEBARAN14      ,01,130614,JAKARTA      ,   ,                  ,001
915,000001222,RE OTO INS PSLBRN14      ,02,130614,JAKARTA      ,   ,                  ,001
916,000001223,XD PUASALEBARAN14        ,01,130614,JAKARTA      ,   ,                  ,001
917,000001224,RE OTO XD PSLBRN14       ,02,130614,JAKARTA      ,   ,                  ,001
918,000001225,INST PUASALEBARAN14 2    ,01,130614,JAKARTA      ,   ,                  ,001
919,000001226,RE OTO INS PSLBRN14 2    ,02,130614,JAKARTA      ,   ,                  ,001
920,000001227,XD PUASALEBARAN14 2      ,01,130614,JAKARTA      ,   ,                  ,001
921,000001228,RE OTO XD PSLBRN14 2     ,02,130614,JAKARTA      ,   ,                  ,001
922,000001229,INST SOLUTION 2014       ,01,250814,JAKARTA      ,   ,                  ,001
923,000001230,RE-INST SOLUTION 2014    ,02,250814,JAKARTA      ,   ,                  ,001
924,000001231,XD SOLUTION 2014         ,01,250814,JAKARTA      ,   ,                  ,001
925,000001232,RE-XD SOLUTION 2014      ,02,250814,JAKARTA      ,   ,                  ,001
926,000001233,INST SOLUTION 14 2       ,01,250814,JAKARTA      ,   ,                  ,001
927,000001234,RE-INST SOLUTION 14 2    ,02,250814,JAKARTA      ,   ,                  ,001
928,000001235,XD SOLUTION 14 2         ,01,250814,JAKARTA      ,   ,                  ,001
929,000001236,RE-XD SOLUTION 14 2      ,02,250814,JAKARTA      ,   ,                  ,001
930,000001238,XTRADANA SPECIAL14       ,01,250914,JAKARTA      ,   ,                  ,000
931,000001239,RE-XTRADANA SPCL14       ,02,250914,JAKARTA      ,   ,                  ,000
932,000001240,XTRADANA SPC 2014        ,01,161014,JAKARTA      ,   ,                  ,000
933,000001241,RE-XTRADANA SPC 2014     ,02,161014,JAKARTA      ,   ,                  ,000
934,000001242,INST AKHIR TAHUN 2014    ,01,031114,JAKARTA      ,   ,                  ,000
935,000001243,RE-INST AKHIR THN 14     ,02,031114,JAKARTA      ,   ,                  ,000
936,000001244,XD AKHIR TAHUN 2014      ,01,031114,JAKARTA      ,   ,                  ,000
937,000001245,RE-XD AKHIR THN 2014     ,02,031114,JAKARTA      ,   ,                  ,000
938,000001246,INST AKHIR TAHUN 14 2    ,01,031114,JAKARTA      ,   ,                  ,000
939,000001247,RE-INS AKHIR THN 14 2    ,02,031114,JAKARTA      ,   ,                  ,000
940,000001248,XD AKHIR TAHUN 14 2      ,01,031114,JAKARTA      ,   ,                  ,000
941,000001249,RE-XD AKHIR THN 14 2     ,02,031114,JAKARTA      ,   ,                  ,000
942,000001250,INST AWAL TAHUN 2015     ,01,311214,JAKARTA      ,   ,                  ,000
943,000001251,RE-INST AWAL THN 15      ,02,311214,JAKARTA      ,   ,                  ,000
944,000001252,XD AWAL TAHUN 2015       ,01,311214,JAKARTA      ,   ,                  ,000
945,000001253,RE-XD AWAL THN 2015      ,02,311214,JAKARTA      ,   ,                  ,000
946,000001254,INST AWAL TAHUN 15 2     ,01,311214,JAKARTA      ,   ,                  ,000
947,000001255,RE-INS AWAL THN 15 2     ,02,311214,JAKARTA      ,   ,                  ,000
948,000001256,XD AWAL TAHUN 15 2       ,01,311214,JAKARTA      ,   ,                  ,000
949,000001257,RE-XD AWAL THN 15 2      ,02,311214,JAKARTA      ,   ,                  ,000
950,000001258,INST INSPIRATION 2015    ,01,100315,JAKARTA      ,   ,                  ,000
951,000001259,RE-INS INSP 15           ,02,100315,JAKARTA      ,   ,                  ,000
952,000001260,XD INSPIRATION 2015      ,01,100315,JAKARTA      ,   ,                  ,000
953,000001261,RE-XD INSP 15            ,02,100315,JAKARTA      ,   ,                  ,000
954,000001262,INST INSPIRATION 15 2    ,01,100315,JAKARTA      ,   ,                  ,000
955,000001263,RE-INS INSP 15 2         ,02,100315,JAKARTA      ,   ,                  ,000
956,000001264,XD INSPIRATION 15 2      ,01,100315,JAKARTA      ,   ,                  ,000
957,000001265,RE-XD INSP 15 2          ,02,100315,JAKARTA      ,   ,                  ,000
958,000001266,INS 0% MCC HEALTH        ,02,180515,JAKARTA      ,   ,                  ,000
959,000001267,RE-OTO INS 0% HEALTH     ,02,180515,JAKARTA      ,   ,                  ,000
960,000001268,INS PUASA LEBARAN 15     ,01,190515,JAKARTA      ,   ,                  ,000
961,000001269,RE-INS PUASA LBRN 15     ,02,190515,JAKARTA      ,   ,                  ,000
962,000001270,XD PUASA LEBARAN 15      ,01,190515,JAKARTA      ,   ,                  ,001
963,000001271,RE-XD PUASA LBRN 15      ,02,210515,JAKARTA      ,   ,                  ,001
964,000001272,INS PUASA LEBARAN 15-2   ,01,210515,JAKARTA      ,   ,                  ,001
965,000001273,RE-INS PUASA LBRN 15-2   ,02,210515,JAKARTA      ,   ,                  ,001
966,000001274,XD PUASA LEBARAN 15-2    ,01,210515,JAKARTA      ,   ,                  ,001
967,000001275,RE-XD PUASA LBRN 15-2    ,02,210515,JAKARTA      ,   ,                  ,001
968,000001276,XTRADANA EXP             ,01,110815,JAKARTA      ,   ,                  ,000
969,000001277,RE-XTRADANA EXP          ,01,110815,JAKARTA      ,   ,                  ,000
970,000001278,INST EXP                 ,01,110815,JAKARTA      ,   ,                  ,000
971,000001279,RE-INST EXP              ,01,110815,JAKARTA      ,   ,                  ,000
972,000001280,XTRADANA EXP 2           ,01,110815,JAKARTA      ,   ,                  ,000
973,000001281,RE-XTRADANA EXP 2        ,01,110815,JAKARTA      ,   ,                  ,000
974,000001282,INST EXP 2               ,01,110815,JAKARTA      ,   ,                  ,000
975,000001283,RE-INST EXP 2            ,01,110815,JAKARTA      ,   ,                  ,000
976,000001284,DANA TUNAI HASANAH       ,02,280915,JAKARTA      ,   ,                  ,000
977,000001285,RE OTO DANA TUNAI HASANAH,02,280915,JAKARTA      ,   ,                  ,000
978,000001286,INS DANA TUNAI HASANAH   ,02,280915,JAKARTA      ,   ,                  ,001
979,000001287,RE OTO INS DTUNAI HASANAH,02,280915,JAKARTA      ,   ,                  ,001
980,000001288,XTRADANA SPECIAL PRICE   ,02,300915,JAKARTA      ,   ,                  ,000
981,000001289,RE OTO XD SPECIAL PRICE  ,02,300915,JAKARTA      ,   ,                  ,000
982,000001290,INST AWAL TAHUN 2016     ,01,060116,JAKARTA      ,   ,                  ,000
983,000001291,RE-INST AWAL THN 16      ,02,060116,JAKARTA      ,   ,                  ,000
984,000001292,XD AWAL TAHUN 2016       ,01,060116,JAKARTA      ,   ,                  ,000
985,000001293,RE-XD AWAL THN 2016      ,02,060116,JAKARTA      ,   ,                  ,000
986,000001294,INST AWAL TAHUN 16 2     ,01,060116,JAKARTA      ,   ,                  ,000
987,000001295,RE-INS AWAL THN 16 2     ,02,060116,JAKARTA      ,   ,                  ,000
988,000001296,XD AWAL TAHUN 2016 2     ,01,060116,JAKARTA      ,   ,                  ,000
989,000001297,RE-XD AWAL THN 16 2      ,02,060116,JAKARTA      ,   ,                  ,000
990,000001298,"XTRADANA 0,6% 2          ",02,300718,JAKARTA      ,   ,                  ,000
991,000001299,"RE-XTRADANA 0,6% 2       ",02,300718,JAKARTA      ,   ,                  ,000
992,000001300,"RE-XTRADANA 0,75% 2      ",02,300718,JAKARTA      ,   ,                  ,000
993,000001304,POS FOODCOURT PESONA WT  ,02,130318,BANJARMASIN  ,   ,                  ,001
994,000001389,XD INSP TAHUN 2016       ,01,210316,JAKARTA      ,   ,                  ,001
995,000001390,RE-XD INSP TAHUN 2016    ,01,210316,JAKARTA      ,   ,                  ,001
996,000001391,BNI INST INSP 2016       ,01,230316,JAKARTA      ,   ,                  ,001
997,000001392,RE-INST INSP TAHUN 2016  ,01,210316,JAKARTA      ,   ,                  ,001
998,000001393,XD INSP 2016 2           ,01,210316,JAKARTA      ,   ,                  ,001
999,000001394,RE-XD INSP 2016 2        ,01,210316,JAKARTA      ,   ,                  ,001
1000,000001395,INST INSP 2016 2         ,01,210316,JAKARTA      ,   ,                  ,001
1001,000001396,RE-INST INSP 2016 2      ,01,210316,JAKARTA      ,   ,                  ,001
1002,000001401,XD MIDYEAR EXP           ,02,290813,JAKARTA      ,   ,                  ,000
1003,000001402,RE OTO XD MIDYEAR EXP    ,02,290813,JAKARTA      ,   ,                  ,000
1004,000001403,INS MIDYEAR EXP          ,02,290813,JAKARTA      ,   ,                  ,000
1005,000001404,RE OTO INS MIDYEAR EXP   ,02,290813,JAKARTA      ,   ,                  ,000
1006,000001405,INS ELECTRONIC           ,02,221014,JAKARTA      ,   ,                  ,001
1007,000001406,RE-OTO INS ELECTRONIC    ,02,221014,JAKARTA      ,   ,                  ,001
1008,000001411,XTRADANA TAHUN BARU      ,01,131113,JAKARTA      ,   ,                  ,000
1009,000001412,RE-OTO XTRDANA THNBARU   ,01,131113,JAKARTA      ,   ,                  ,000
1010,000001413,INSTALLMENT TAHUNBARU    ,01,131113,JAKARTA      ,   ,                  ,000
1011,000001414,RE-OTO INSTL THN BARU    ,02,131113,JAKARTA      ,   ,                  ,000
1012,000001415,"SMARTSPENDING 0,8%       ",01,300310,BNICC        ,   ,                  ,000
1013,000001417,XD LOYALTY               ,02,280613,JAKARTA      ,   ,                  ,000
1014,000001418,RE-OTO XD LOYALTY        ,02,280613,JAKARTA      ,   ,                  ,000
1015,000001419,XD SPEC LIBURAN SEKOLAH  ,01,140510,JAKARTA      ,   ,                  ,000
1016,000001420,SS SPEC LIBURAN SEKOLAH  ,01,210510,JAKARTA      ,   ,                  ,000
1017,000001421,SS  0% BY TELESALES      ,02,081216,JAKARTA      ,   ,                  ,000
