ID,RowID,BatchID,OPEN_DATE,MID,MERCHAN_DBA_NAME,MSO,SOURCE_CODE,POS1,WILAYAH,CHANNEL,IS_YAP,EDC,EXH
708,708,888,2018/01/23,201120193,"TK MAS DELI BARU MBL     ",A20,B1X2MA008246185AK1,1,WMD,ELSE,0,1,0
709,709,888,2018/01/25,201120201,"UTAMA BAN MDN MBL        ",A20,B1X2MA205666265PG1,1,WMD,ELSE,0,1,0
710,710,888,2018/01/23,201120219,"ALOUNG CELL MBL          ",A13,B1X2MA133138005PG1,1,WMD,ELSE,0,1,0
711,711,888,2018/01/23,201120227,"TOKO TUNAS BARU MBL      ",A13,B1X2MA133138005PG1,1,WMD,ELSE,0,1,0
712,712,888,2018/01/23,201120235,"DZAKY PONSEL MBL         ",A13,B1X2MA133138005PG1,1,WMD,ELSE,0,1,0
713,713,888,2018/01/23,201120243,"RIZKI ELECTRONIC MBL     ",A13,B1X2MA133138005PG1,1,WMD,ELSE,0,1,0
714,714,888,2018/01/23,201120250,"APOTEK DIAN FARMA MBL    ",A13,B1X2MA133138148PG1,1,WMD,ELSE,0,1,0
715,715,888,2018/01/23,201120268,"TOKO JOY ELECTRONIC MBL  ",A13,B1X2MA133138005PG1,1,WMD,ELSE,0,1,0
716,716,888,2018/01/23,201120276,"SUMBER RASEUKI MBL       ",A13,B1X2MA133138005PG1,1,WMD,ELSE,0,1,0
717,717,888,2018/01/30,201120292,"PRATAMA JAYA OPTIK MBL   ",A24,B1X2MA246169006PG1,1,WMD,ELSE,0,1,0
718,718,888,2018/03/28,201120300,"CAPTAIN BARBER MBL       ",A13,B1X2MA133138022PG1,1,WMD,ELSE,0,1,0
719,719,888,2018/01/26,201120318,"VIVI SPA BDA MBL         ",A26,B1X2MA267964005PG1,1,WMD,ELSE,0,1,0
720,720,888,2018/01/26,201120326,"RAHMAT MOTOR OIL MBL     ",A26,B1X2MA267964005PG1,1,WMD,ELSE,0,1,0
721,721,888,2018/01/29,201120334,"UD ERNI KARPET MBL       ",A20,B1X2MA007007265AK1,1,WMD,ELSE,0,1,0
722,722,888,2018/01/23,201120342,"LARIS TANI MAKMUR MBL    ",A20,B1X2MA002016282AK1,1,WMD,ELSE,0,1,0
723,723,888,2018/01/26,201120359,"VALENCIA MDN MBL         ",A09,B1X2DA090000006PG1,1,WMD,ELSE,0,1,0
724,724,888,2018/01/23,201120367,"TO GE ER MBL             ",A09,"B1X2DA00000030PG1 ",1,WMD,ELSE,0,1,0
725,725,888,2018/01/31,201120375,"TK FASHION KIDS MBL      ",A14,B1X2MA143139006PG1,1,WMD,ELSE,0,1,0
726,726,888,2018/01/25,201120383,"CAFE JABU MBL            ",A29,B1X2MA298402193PG1,1,WMD,ELSE,0,1,0
727,727,888,2018/01/25,201120391,"GIBRALTAR MBL            ",A29,B1X2MA298402006PG1,1,WMD,ELSE,0,1,0
728,728,888,2018/01/25,201120409,"SINABUNG SEPEDA MBL      ",A29,B1X2MA298402193PG1,1,WMD,ELSE,0,1,0
729,729,888,2018/01/25,201120417,"CAFE BUNGA TOBA MBL      ",A29,B1X2MA298402156PG1,1,WMD,ELSE,0,1,0
730,730,888,2018/01/23,201120425,"ZAKY MOTOR MBL           ",A13,B1X2MA133138050PG1,1,WMD,ELSE,0,1,0
731,731,888,2018/01/23,201120433,"REVI PONSEL MBL          ",A13,B1X2MA133138090PG1,1,WMD,ELSE,0,1,0
732,732,888,2018/01/25,201120441,"NUR MART MBL             ",A11,B1X2MA113115032PG1,1,WMD,ELSE,0,1,0
733,733,888,2018/01/29,201120458,"CITI MART GST MBL        ",A11,B1X2MA113115032PG1,1,WMD,ELSE,0,1,0
734,734,888,2018/01/25,201120466,"TOKO TRICOMSEL MBL       ",A11,B1X2MA113115032PG1,1,WMD,ELSE,0,1,0
735,735,888,2018/01/29,201120474,"OPTIK NIAS SURYA GST MBL ",A11,B1X2MA113115032PG1,1,WMD,ELSE,0,1,0
736,736,888,2018/01/26,201120482,"MIS CELLULER MBL         ",A13,B1X2MA133138005PG1,1,WMD,ELSE,0,1,0
737,737,888,2018/01/26,201120490,"TK MAS SINAR JAYA MBL    ",A13,B1X2MA133138050PG1,1,WMD,ELSE,0,1,0
738,738,888,2018/01/25,201120508,"TOKO ZAHRA MDN MBL       ",A20,B1X2MA205666040PG1,1,WMD,ELSE,0,1,0
739,739,888,2018/01/25,201120516,"TK SINAR PONSEL MBL      ",A14,B1X2MA143139185PG1,1,WMD,ELSE,0,1,0
740,740,888,2018/01/31,201120524,"TK TANIA PERABOT MBL     ",A14,B1X2MA143139006PG1,1,WMD,ELSE,0,1,0
741,741,888,2018/01/31,201120532,"TK TANIA GALANG MBL      ",A14,B1X2MA143139006PG1,1,WMD,ELSE,0,1,0
742,742,888,2018/01/29,201120540,"RENJIRO SUSHI MDN MBL    ",A11,B1X2MA113115006PG1,1,WMD,ELSE,0,1,0
743,743,888,2018/01/26,201120557,"WONDERFUL EDUCATION MBL  ",A09,B1X2DA090000006PG1,1,WMD,ELSE,0,1,0
744,744,888,2018/01/26,201120573,"GUGUN FURNITURE MBL      ",A26,B1X2MA267964005PG1,1,WMD,ELSE,0,1,0
745,745,888,2018/01/26,201120581,"GRAND ACEH KULINER MBL   ",A26,B1X2MA267964005PG1,1,WMD,ELSE,0,1,0
746,746,888,2018/01/26,201120599,"T36 MBL                  ",A26,B1X2MA267964005PG1,1,WMD,ELSE,0,1,0
747,747,888,2018/01/26,201120607,"OPPO BDA  MBL            ",A26,B1X2MA267964005PG1,1,WMD,ELSE,0,1,0
748,748,888,2018/01/26,201120615,"TOKO RATU CELL MBL       ",A13,B1X2MA133138265PG1,1,WMD,ELSE,0,1,0
749,749,888,2018/01/29,201120623,"RAFA WEDDING DECORATION M",A13,B1X2MA133138265PG1,1,WMD,ELSE,0,1,0
750,750,888,2018/01/26,201120631,"TOKO ASIA SERVICE MBL    ",A13,B1X2MA133138105PG1,1,WMD,ELSE,0,1,0
751,751,888,2018/01/29,201120649,"TOKO MAS MASSA RIA MBL   ",A27,B1X2MA278291193PG1,1,WMD,ELSE,0,1,0
752,752,888,2018/01/29,201120656,"KOK TONG LIM MIN CEMARA A",A27,B1X2MA278291053PG1,1,WMD,ELSE,0,1,0
753,753,888,2018/01/26,201120664,"TOKO LOIS MBL            ",A13,B1X2MA133138105PG1,1,WMD,ELSE,0,1,0
754,754,888,2018/01/31,201120672,"CH FURNITURE MBL         ",A14,B1X2MA143139006PG1,1,WMD,ELSE,0,1,0
755,755,888,2018/01/29,201120680,"RYAN PHONSEL MBL         ",A13,B1X2MA133138105PG1,1,WMD,ELSE,0,1,0
756,756,888,2018/01/29,201120698,"CV TECKINDO JAYA PERKASA ",A20,B1X2MA205666265PG1,1,WMD,ELSE,0,1,0
757,757,888,2018/02/07,201120706,"PRIMA ELEKTRONIK MDN MBL ",A04,B1X2MA007002006AK1,1,WMD,04.TPU,0,1,0
758,758,888,2018/02/08,201120714,"ANDROID PHONE MBL        ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
761,761,888,2018/01/29,201120748,"TOKO MAS BAHAGIA MBL     ",A13,B1X2MA133138148PG1,1,WMD,ELSE,0,1,0
762,762,888,2018/01/29,201120755,"DIKA PONSEL MBL          ",A13,B1X2MA133138105PG1,1,WMD,ELSE,0,1,0
763,763,888,2018/02/08,201120771,"TOKO PERABOT PIDIE JAYA 2",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
764,764,888,2018/02/08,201120789,"YUN MOTOR MBL            ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
765,765,888,2018/01/30,201120797,"ABA PLASTIK MBL          ",A24,B1X2MA246169006PG1,1,WMD,ELSE,0,1,0
766,766,888,2018/01/30,201120805,"SWEET ROOM MDN MBL       ",A24,B1X2MA246169006PG1,1,WMD,ELSE,0,1,0
767,767,888,2018/01/31,201120813,"ZSAFA JEPARA FURNITURE MB",A11,B1X2MA113115265PG1,1,WMD,ELSE,0,1,0
768,768,888,2018/02/08,201120821,"UD ECHI JAYA MBL         ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
769,769,888,2018/02/08,201120839,"FAILA SWALAYAN MBL       ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
770,770,888,2018/01/31,201120847,"ANUGRAH MDN MBL          ",A20,B1X2MA205666006PG1,1,WMD,ELSE,0,1,0
771,771,888,2018/01/30,201120854,"A&S BABYSHOP MBL         ",A24,B1X2MA246169185PG1,1,WMD,ELSE,0,1,0
772,772,888,2018/01/30,201120862,"Q WASH SPEED QUEEN MBL   ",A24,B1X2MA007007006AK1,1,WMD,ELSE,0,1,0
773,773,888,2018/02/14,201120870,"GROSIR PONSEL MBL        ",A24,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
774,774,888,2018/02/12,201120888,"UD SHARAH MBL            ",A20,B1X2MA007007006AK1,1,WMD,ELSE,0,1,0
775,775,888,2018/01/30,201120896,"PT.CITRA PERDANA KONTAINE",A27,B1X2MA278291053PG1,1,WMD,ELSE,0,1,0
776,776,888,2018/01/25,201120904,"PT SINERGI BUMI SEJAHTERA",A29,B1X2MA298402265PG1,1,WMD,ELSE,0,1,0
777,777,888,2018/01/30,201120912,"TOKO MEGA ELEKTRONIK  MBL",A27,B1X2MA278291093PG1,1,WMD,ELSE,0,1,0
778,778,888,2018/01/30,201120920,"DUTTA PONSEL MBL         ",A27,B1X2MA278291265PG1,1,WMD,ELSE,0,1,0
779,779,888,2018/01/29,201120938,"RM NYAK OMAR MBL         ",A26,B1X2MA267964005PG1,1,WMD,ELSE,0,1,0
781,781,888,2018/01/29,201120961,"TOKO MAS MEWAH BDA MBL   ",A26,B1X2MA008246005AK1,1,WMD,ELSE,0,1,0
782,782,888,2018/01/29,201120979,"OLIVE BOUTIQUE MBL       ",A26,B1X2MA267964005PG1,1,WMD,ELSE,0,1,0
783,783,888,2018/01/31,201120987,"TK EKA PONSEL MBL        ",A14,B1X2MA143139006PG1,1,WMD,ELSE,0,1,0
784,784,888,2018/01/31,201120995,"POLIKLINIK SMAN 1 MATAULI",A14,B1X2MA143139012PG1,1,WMD,ELSE,0,1,0
785,785,888,2018/01/29,201121001,"CAHAYA FAJAR MDN MBL     ",A11,B1X2MA007004265AK1,1,WMD,ELSE,0,1,0
786,786,888,2018/01/29,201121019,"MRA WISATA MBL           ",A26,B1X2MA267964005PG1,1,WMD,ELSE,0,1,0
787,787,888,2018/01/29,201121027,"BELLA COSMETIK MBL       ",A26,B1X2MA267964005PG1,1,WMD,ELSE,0,1,0
788,788,888,2018/01/30,201121035,"CAFE CORNER MBL          ",A24,B1X2MA246169185PG1,1,WMD,ELSE,0,1,0
789,789,888,2018/01/30,201121043,"DP COLLECTION TTI MBL    ",A24,B1X2MA246169185PG1,1,WMD,ELSE,0,1,0
790,790,888,2018/02/14,201121050,"D'MORRA SALON 2 MBL      ",A27,B1X2MA007007265AK1,1,WMD,ELSE,0,1,0
791,791,888,2018/01/29,201121068,"KLINIK PRATAMA KRAKATAU M",A27,B1X2MA278291053PG1,1,WMD,ELSE,0,1,0
792,792,888,2018/01/29,201121076,"RS.PRIMA HUSADA CIPTA MED",A27,B1X2MA278291053PG1,1,WMD,ELSE,0,1,0
793,793,888,2018/01/31,201121084,"TK RAKAN PONSEL MBL      ",A14,B1X2MA143139006PG1,1,WMD,ELSE,0,1,0
794,794,888,2018/01/31,201121100,"DISTRO MAN CLOTHING MBL  ",A20,B1X2MA205666006PG1,1,WMD,ELSE,0,1,0
795,795,888,2018/02/12,201121118,"PERMATA ULOS MBL         ",A20,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
796,796,888,2018/01/31,201121126,"XLN STORE MBL            ",A14,B1X2MA143139006PG1,1,WMD,ELSE,0,1,0
797,797,888,2018/02/14,201121134,"ISTORIS COLLECTION MBL   ",A11,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
798,798,888,2018/01/31,201121142,"SIBAYAK CAFE MBL         ",A29,B1X2MA298402193PG1,1,WMD,ELSE,0,1,0
799,799,888,2018/01/31,201121159,"PANORAMA RESTO CAFE MBL  ",A29,B1X2MA298402193PG1,1,WMD,ELSE,0,1,0
800,800,888,2018/01/31,201121167,"SINAR MATAHARI COLLECTION",A14,B1X2MA143139032PG1,1,WMD,ELSE,0,1,0
801,801,888,2018/01/30,201121175,"VISION II MBL            ",A24,B1X2MA246169006PG1,1,WMD,ELSE,0,1,0
802,802,888,2018/01/30,201121183,"ON DO PONSEL MBL         ",A24,B1X2MA246169006PG1,1,WMD,ELSE,0,1,0
803,803,888,2018/01/30,201121191,"VIE COMCEL MBL           ",A24,B1X2MA246169006PG1,1,WMD,ELSE,0,1,0
804,804,888,2018/02/08,201121217,"DOKTER KOMPUTER MBL      ",A04,B1X2MA007002006AK1,1,WMD,04.TPU,0,1,0
805,805,888,2018/02/08,201121225,"CV SEULANGA TOUR & TRAVEL",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
806,806,888,2018/02/08,201121233,"RAHMAN CELLULAR MBL      ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
807,807,888,2018/02/08,201121258,"APOTEK SEHAT BDA MBL     ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
808,808,888,2018/02/08,201121266,"UD IQBAL MBL             ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
809,809,888,2018/02/08,201121274,"TB HIDUP BAHAGIA MBL     ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
810,810,888,2018/02/08,201121282,"UD SUBUR JAYA MBL        ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
811,811,888,2018/02/08,201121290,"APOTEK MEDISINA MBL      ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
812,812,888,2018/02/12,201121308,"UD RAJAGUKGUK MBL        ",A11,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
813,813,888,2018/03/28,201121316,"RM YUMNA MBL             ",A11,B1X2MA113115053PG1,1,WMD,ELSE,0,1,0
814,814,888,2018/03/10,201121324,"CHAI CHAI SALON MBL      ",A11,B1X2MA113115099PG1,1,WMD,ELSE,0,1,0
815,815,888,2018/02/27,201121332,"GSM MDN MBL              ",A11,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
816,816,888,2018/02/27,201121340,"J & ME CAFE MBL          ",A29,B1X2MA298402193PG1,1,WMD,ELSE,0,1,0
817,817,888,2018/02/27,201121357,"BERSAUDARA JAYA MBL      ",A29,B1X2MA298402193PG1,1,WMD,ELSE,0,1,0
818,818,888,2018/02/12,201121365,"BALE COFFEE & KAROKE MBL ",A29,"B1X2M298402064PG1 ",1,WMD,ELSE,0,1,0
819,819,888,2018/02/14,201121373,"XU XING VEGETARIAN MBL   ",A27,B1X2MA278291006PG1,1,WMD,ELSE,0,1,0
820,820,888,2018/02/27,201121381,"ZAHRA BABY & KIDS MDN MBL",A11,B1X2MA113115265PG1,1,WMD,ELSE,0,1,0
821,821,888,2018/02/14,201121399,"MONA BAGS MBL            ",A11,B1X2MA008246265AK1,1,WMD,ELSE,0,1,0
822,822,888,2018/02/27,201121407,"RS.MITRA MEDIKA MBL      ",A27,B1X2MA278291811PG1,1,WMD,ELSE,0,1,0
823,823,888,2018/02/27,201121415,"RS.MITRA MEDIKA MDN MBL  ",A27,B1X2MA278291811PG1,1,WMD,ELSE,0,1,0
824,824,888,2018/02/27,201121431,"TOKO RUDI 1 MBL          ",A29,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
825,825,888,2018/02/27,201121449,"BATIK MODIS MEDAN MBL    ",A29,B1X2MA298402006PG1,1,WMD,ELSE,0,1,0
826,826,888,2018/02/14,201121456,"LW DIESEL MBL            ",A27,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
827,827,888,2018/02/14,201121464,"RSIA.ARTHA MAHINRUS MBL  ",A27,B1X2MA278291236PG1,1,WMD,ELSE,0,1,0
828,828,888,2018/02/12,201121472,"RIMBUN SENTOSA MBL       ",A29,B1X2MA002016064AK1,1,WMD,ELSE,0,1,0
829,829,888,2018/02/27,201121480,"HOTEL SUMATERA MBL       ",A27,B1X2MA278291006PG1,1,WMD,ELSE,0,1,0
830,830,888,2018/02/14,201121498,"HOTEL GAJAH MADA MBL     ",A27,B1X2MA278291006PG1,1,WMD,ELSE,0,1,0
831,831,888,2018/03/03,201121506,"HOTEL MELATI MDN MBL     ",A27,B1X2MA278291006PG1,1,WMD,ELSE,0,1,0
832,832,888,2018/02/20,201121514,"PETS SMART MBL           ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
833,833,888,2018/02/20,201121522,"LINA SOUVENIR MBL        ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
834,834,888,2018/02/12,201121530,"TOKO MAS BINTANG ASIA MBL",A29,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
835,835,888,2018/02/27,201121548,"OKE MOBIL MDN MBL        ",A29,B1X2MA113115040PG1,1,WMD,ELSE,0,1,0
836,836,888,2018/02/12,201121571,"DUNIA KOMPUTER MDN MBL   ",A29,B1X2MA298402040PG1,1,WMD,ELSE,0,1,0
837,837,888,2018/02/12,201121589,"GAMPOENG COFFEE MBL      ",A29,B1X2MA298402040PG1,1,WMD,ELSE,0,1,0
838,838,888,2018/02/27,201121597,"PT. PIR JAYA PERKASA MBL ",A24,B1X2MA246169006PG1,1,WMD,ELSE,0,1,0
839,839,888,2018/02/12,201121605,"GARUDA UD MBL            ",A04,B1X2MA040000006PG1,1,WMD,04.TPU,0,1,0
840,840,888,2018/02/20,201121613,"AKA PONSEL MBL           ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
841,841,888,2018/02/20,201121639,"PJ ELEKTRONIK MBL        ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
842,842,888,2018/02/12,201121654,"BARU JAYA TOSERBA MBL    ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
843,843,888,2018/02/20,201121662,"ABY JAYA MBL             ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
844,844,888,2018/02/20,201121670,"ZAF GALLERY MBL          ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
845,845,888,2018/02/12,201121688,"RM MURAYA BARU MBL       ",A20,B1X2MA205666040PG1,1,WMD,ELSE,0,1,0
846,846,888,2018/02/20,201121696,"MITRA OIL MBL            ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
847,847,888,2018/02/20,201121704,"SULOH JAYA MBL           ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
848,848,888,2018/02/27,201121712,"KELUARGA TEKNIK MBL      ",A09,B1X2MA090000148PG1,1,WMD,ELSE,0,1,0
849,849,888,2018/03/15,201121720,"MUTIARA JAYA BDA MBL     ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
850,850,888,2018/02/12,201121738,"MADINAH OPTICAL MBL      ",A09,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
851,851,888,2018/02/14,201121753,"WIN ACCESORIES MBL       ",A09,B1X2DA090000006PG1,1,WMD,ELSE,0,1,0
852,852,888,2018/02/20,201121761,"HENNY DRESSMAKER MBL     ",A09,B1X2MA090000006PG1,1,WMD,ELSE,0,1,0
853,853,888,2018/02/12,201121779,"BIKA UBI BINTANG MBL     ",A09,B1X2MA090000006PG1,1,WMD,ELSE,0,1,0
854,854,888,2018/02/27,201121787,"SELAMAT CELLULAR PMS MBL ",A27,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
855,855,888,2018/02/27,201121795,"HOME MEBEL MBL           ",A24,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
856,856,888,2018/02/27,201121803,"THE WASHER LAUNDRY & DRYC",A24,B1X2MA008246006AK1,1,WMD,ELSE,0,1,0
857,857,888,2018/02/27,201121811,"DUNIA PHOTO MBL          ",A24,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
858,858,888,2018/02/27,201121829,"SINAR JAYA ELECTRONIC MBL",A20,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
859,859,888,2018/02/27,201121837,"TATA RAYA TRAS MBL       ",A20,B1X2MA007002006AK1,1,WMD,ELSE,0,1,0
860,860,888,2018/02/27,201121860,"NYANI JUNIOR MBL         ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
861,861,888,2018/02/27,201121878,"TOKO MAS LONDON BDA MBL  ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
862,862,888,2018/02/27,201121886,"CV MITRA GRAHA INFINDO MB",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
863,863,888,2018/02/27,201121894,"IVAN PONSEL MBL          ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
864,864,888,2018/02/27,201121902,"SINAR MURNI MBL          ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
865,865,888,2018/02/27,201121928,"TOKO WAHYU JAYA MBL      ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
866,866,888,2018/02/27,201121936,"ENERGI AUTO STATION MBL  ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
867,867,888,2018/02/27,201121944,"BENGKEL ENERGI AUTO STATI",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
868,868,888,2018/02/27,201121951,"UD PELITA TANI MBL       ",A09,B1X2MA090000005PG1,1,WMD,ELSE,0,1,0
